national_number,english_name,stat_name,stat_value
58,Growlithe,attack,70
59,Arcanine,attack,110
60,Poliwag,attack,50
61,Poliwhirl,attack,65
62,Poliwrath,attack,95
63,Abra,attack,20
64,Kadabra,attack,35
65,Alakazam,attack,50
66,Machop,attack,80
67,Machoke,attack,100
68,Machamp,attack,130
69,Bellsprout,attack,75
70,Weepinbell,attack,90
71,Victreebel,attack,105
72,Tentacool,attack,40
73,Tentacruel,attack,70
74,Geodude,attack,80
75,Graveler,attack,95
76,Golem,attack,120
77,Ponyta,attack,85
78,Rapidash,attack,100
79,Slowpoke,attack,65
80,Slowbro,attack,75
81,Magnemite,attack,35
82,Magneton,attack,60
83,Farfetch'd,attack,90
84,Doduo,attack,85
85,Dodrio,attack,110
86,Seel,attack,45
87,Dewgong,attack,70
88,Grimer,attack,80
89,Muk,attack,105
90,Shellder,attack,65
91,Cloyster,attack,95
92,Gastly,attack,35
93,Haunter,attack,50
94,Gengar,attack,65
95,Onix,attack,45
96,Drowzee,attack,48
97,Hypno,attack,73
98,Krabby,attack,105
99,Kingler,attack,130
100,Voltorb,attack,30
101,Electrode,attack,50
102,Exeggcute,attack,40
103,Exeggutor,attack,95
104,Cubone,attack,50
105,Marowak,attack,80
106,Hitmonlee,attack,120
107,Hitmonchan,attack,105
108,Lickitung,attack,55
109,Koffing,attack,65
110,Weezing,attack,90
111,Rhyhorn,attack,85
112,Rhydon,attack,130
113,Chansey,attack,5
114,Tangela,attack,55
115,Kangaskhan,attack,95
116,Horsea,attack,40
117,Seadra,attack,65
118,Goldeen,attack,67
119,Seaking,attack,92
120,Staryu,attack,45
121,Starmie,attack,75
122,Mr. Mime,attack,45
123,Scyther,attack,110
124,Jynx,attack,50
125,Electabuzz,attack,83
126,Magmar,attack,95
127,Pinsir,attack,125
128,Tauros,attack,100
129,Magikarp,attack,10
130,Gyarados,attack,125
131,Lapras,attack,85
132,Ditto,attack,48
133,Eevee,attack,55
134,Vaporeon,attack,65
135,Jolteon,attack,65
136,Flareon,attack,130
137,Porygon,attack,60
138,Omanyte,attack,40
139,Omastar,attack,60
140,Kabuto,attack,80
141,Kabutops,attack,115
142,Aerodactyl,attack,105
143,Snorlax,attack,110
144,Articuno,attack,85
145,Zapdos,attack,90
146,Moltres,attack,100
147,Dratini,attack,64
148,Dragonair,attack,84
149,Dragonite,attack,134
150,Mewtwo,attack,110
151,Mew,attack,100
152,Chikorita,attack,49
153,Bayleef,attack,62
154,Meganium,attack,82
155,Cyndaquil,attack,52
156,Quilava,attack,64
157,Typhlosion,attack,84
158,Totodile,attack,65
159,Croconaw,attack,80
160,Feraligatr,attack,105
161,Sentret,attack,46
162,Furret,attack,76
163,Hoothoot,attack,30
164,Noctowl,attack,50
165,Ledyba,attack,20
166,Ledian,attack,35
167,Spinarak,attack,60
168,Ariados,attack,90
169,Crobat,attack,90
170,Chinchou,attack,38
171,Lanturn,attack,58
172,Pichu,attack,40
173,Cleffa,attack,25
174,Igglybuff,attack,30
175,Togepi,attack,20
176,Togetic,attack,40
177,Natu,attack,50
178,Xatu,attack,75
179,Mareep,attack,40
180,Flaaffy,attack,55
181,Ampharos,attack,75
182,Bellossom,attack,80
183,Marill,attack,20
184,Azumarill,attack,50
185,Sudowoodo,attack,100
186,Politoed,attack,75
187,Hoppip,attack,35
188,Skiploom,attack,45
189,Jumpluff,attack,55
190,Aipom,attack,70
191,Sunkern,attack,30
192,Sunflora,attack,75
193,Yanma,attack,65
194,Wooper,attack,45
195,Quagsire,attack,85
196,Espeon,attack,65
197,Umbreon,attack,65
198,Murkrow,attack,85
199,Slowking,attack,75
200,Misdreavus,attack,60
201,Unown,attack,72
202,Wobbuffet,attack,33
203,Girafarig,attack,80
204,Pineco,attack,65
205,Forretress,attack,90
206,Dunsparce,attack,70
207,Gligar,attack,75
208,Steelix,attack,85
209,Snubbull,attack,80
210,Granbull,attack,120
211,Qwilfish,attack,95
212,Scizor,attack,130
213,Shuckle,attack,10
214,Heracross,attack,125
215,Sneasel,attack,95
216,Teddiursa,attack,80
217,Ursaring,attack,130
218,Slugma,attack,40
219,Magcargo,attack,50
220,Swinub,attack,50
221,Piloswine,attack,100
222,Corsola,attack,55
223,Remoraid,attack,65
224,Octillery,attack,105
225,Delibird,attack,55
226,Mantine,attack,40
227,Skarmory,attack,80
228,Houndour,attack,60
229,Houndoom,attack,90
230,Kingdra,attack,95
231,Phanpy,attack,60
232,Donphan,attack,120
233,Porygon2,attack,80
234,Stantler,attack,95
235,Smeargle,attack,20
236,Tyrogue,attack,35
237,Hitmontop,attack,95
238,Smoochum,attack,30
239,Elekid,attack,63
240,Magby,attack,75
241,Miltank,attack,80
242,Blissey,attack,10
243,Raikou,attack,85
244,Entei,attack,115
245,Suicune,attack,75
246,Larvitar,attack,64
247,Pupitar,attack,84
248,Tyranitar,attack,134
249,Lugia,attack,90
250,Ho-Oh,attack,130
251,Celebi,attack,100
252,Treecko,attack,45
253,Grovyle,attack,65
254,Sceptile,attack,85
255,Torchic,attack,60
256,Combusken,attack,85
257,Blaziken,attack,120
258,Mudkip,attack,70
259,Marshtomp,attack,85
260,Swampert,attack,110
261,Poochyena,attack,55
262,Mightyena,attack,90
263,Zigzagoon,attack,30
264,Linoone,attack,70
265,Wurmple,attack,45
266,Silcoon,attack,35
267,Beautifly,attack,70
268,Cascoon,attack,35
269,Dustox,attack,50
270,Lotad,attack,30
271,Lombre,attack,50
272,Ludicolo,attack,70
273,Seedot,attack,40
274,Nuzleaf,attack,70
275,Shiftry,attack,100
276,Taillow,attack,55
277,Swellow,attack,85
278,Wingull,attack,30
279,Pelipper,attack,50
280,Ralts,attack,25
281,Kirlia,attack,35
282,Gardevoir,attack,65
283,Surskit,attack,30
284,Masquerain,attack,60
285,Shroomish,attack,40
286,Breloom,attack,130
287,Slakoth,attack,60
288,Vigoroth,attack,80
289,Slaking,attack,160
290,Nincada,attack,45
291,Ninjask,attack,90
292,Shedinja,attack,90
293,Whismur,attack,51
294,Loudred,attack,71
295,Exploud,attack,91
296,Makuhita,attack,60
297,Hariyama,attack,120
298,Azurill,attack,20
299,Nosepass,attack,45
300,Skitty,attack,45
301,Delcatty,attack,65
302,Sableye,attack,75
303,Mawile,attack,85
304,Aron,attack,70
305,Lairon,attack,90
306,Aggron,attack,110
307,Meditite,attack,40
308,Medicham,attack,60
309,Electrike,attack,45
310,Manectric,attack,75
311,Plusle,attack,50
312,Minun,attack,40
313,Volbeat,attack,73
314,Illumise,attack,47
315,Roselia,attack,60
316,Gulpin,attack,43
317,Swalot,attack,73
318,Carvanha,attack,90
319,Sharpedo,attack,120
320,Wailmer,attack,70
321,Wailord,attack,90
322,Numel,attack,60
323,Camerupt,attack,100
324,Torkoal,attack,85
325,Spoink,attack,25
326,Grumpig,attack,45
327,Spinda,attack,60
328,Trapinch,attack,100
329,Vibrava,attack,70
330,Flygon,attack,100
331,Cacnea,attack,85
332,Cacturne,attack,115
333,Swablu,attack,40
334,Altaria,attack,70
335,Zangoose,attack,115
336,Seviper,attack,100
337,Lunatone,attack,55
338,Solrock,attack,95
339,Barboach,attack,48
340,Whiscash,attack,78
341,Corphish,attack,80
342,Crawdaunt,attack,120
343,Baltoy,attack,40
344,Claydol,attack,70
345,Lileep,attack,41
346,Cradily,attack,81
347,Anorith,attack,95
348,Armaldo,attack,125
349,Feebas,attack,15
350,Milotic,attack,60
351,Castform,attack,70
352,Kecleon,attack,90
353,Shuppet,attack,75
354,Banette,attack,115
355,Duskull,attack,40
356,Dusclops,attack,70
357,Tropius,attack,68
358,Chimecho,attack,50
359,Absol,attack,130
360,Wynaut,attack,23
361,Snorunt,attack,50
362,Glalie,attack,80
363,Spheal,attack,40
364,Sealeo,attack,60
365,Walrein,attack,80
366,Clamperl,attack,64
367,Huntail,attack,104
368,Gorebyss,attack,84
369,Relicanth,attack,90
370,Luvdisc,attack,30
371,Bagon,attack,75
372,Shelgon,attack,95
373,Salamence,attack,135
374,Beldum,attack,55
375,Metang,attack,75
376,Metagross,attack,135
377,Regirock,attack,100
378,Regice,attack,50
379,Registeel,attack,75
380,Latias,attack,80
381,Latios,attack,90
382,Kyogre,attack,100
383,Groudon,attack,150
384,Rayquaza,attack,150
385,Jirachi,attack,100
386,Deoxys,attack,150
387,Turtwig,attack,68
388,Grotle,attack,89
389,Torterra,attack,109
390,Chimchar,attack,58
391,Monferno,attack,78
392,Infernape,attack,104
393,Piplup,attack,51
394,Prinplup,attack,66
395,Empoleon,attack,86
396,Starly,attack,55
397,Staravia,attack,75
398,Staraptor,attack,120
399,Bidoof,attack,45
400,Bibarel,attack,85
401,Kricketot,attack,25
402,Kricketune,attack,85
403,Shinx,attack,65
404,Luxio,attack,85
405,Luxray,attack,120
406,Budew,attack,30
407,Roserade,attack,70
408,Cranidos,attack,125
409,Rampardos,attack,165
410,Shieldon,attack,42
411,Bastiodon,attack,52
412,Burmy,attack,29
413,Wormadam,attack,59
414,Mothim,attack,94
415,Combee,attack,30
416,Vespiquen,attack,80
417,Pachirisu,attack,45
418,Buizel,attack,65
419,Floatzel,attack,105
420,Cherubi,attack,35
421,Cherrim,attack,60
422,Shellos,attack,48
423,Gastrodon,attack,83
424,Ambipom,attack,100
425,Drifloon,attack,50
426,Drifblim,attack,80
427,Buneary,attack,66
428,Lopunny,attack,76
429,Mismagius,attack,60
430,Honchkrow,attack,125
431,Glameow,attack,55
432,Purugly,attack,82
433,Chingling,attack,30
434,Stunky,attack,63
435,Skuntank,attack,93
436,Bronzor,attack,24
437,Bronzong,attack,89
438,Bonsly,attack,80
439,Mime Jr.,attack,25
440,Happiny,attack,5
441,Chatot,attack,65
442,Spiritomb,attack,92
443,Gible,attack,70
444,Gabite,attack,90
445,Garchomp,attack,130
446,Munchlax,attack,85
447,Riolu,attack,70
448,Lucario,attack,110
449,Hippopotas,attack,72
450,Hippowdon,attack,112
451,Skorupi,attack,50
452,Drapion,attack,90
453,Croagunk,attack,61
454,Toxicroak,attack,106
455,Carnivine,attack,100
456,Finneon,attack,49
457,Lumineon,attack,69
458,Mantyke,attack,20
459,Snover,attack,62
460,Abomasnow,attack,92
461,Weavile,attack,120
462,Magnezone,attack,70
463,Lickilicky,attack,85
464,Rhyperior,attack,140
465,Tangrowth,attack,100
466,Electivire,attack,123
467,Magmortar,attack,95
468,Togekiss,attack,50
469,Yanmega,attack,76
470,Leafeon,attack,110
471,Glaceon,attack,60
472,Gliscor,attack,95
473,Mamoswine,attack,130
474,Porygon-Z,attack,80
475,Gallade,attack,125
476,Probopass,attack,55
477,Dusknoir,attack,100
478,Froslass,attack,80
479,Rotom,attack,50
480,Uxie,attack,75
481,Mesprit,attack,105
482,Azelf,attack,125
483,Dialga,attack,120
484,Palkia,attack,120
485,Heatran,attack,90
486,Regigigas,attack,160
487,Giratina,attack,100
488,Cresselia,attack,70
489,Phione,attack,80
490,Manaphy,attack,100
491,Darkrai,attack,90
492,Shaymin,attack,100
493,Arceus,attack,120
494,Victini,attack,100
495,Snivy,attack,45
496,Servine,attack,60
497,Serperior,attack,75
498,Tepig,attack,63
499,Pignite,attack,93
500,Emboar,attack,123
501,Oshawott,attack,55
502,Dewott,attack,75
503,Samurott,attack,100
504,Patrat,attack,55
505,Watchog,attack,85
506,Lillipup,attack,60
507,Herdier,attack,80
508,Stoutland,attack,110
509,Purrloin,attack,50
510,Liepard,attack,88
511,Pansage,attack,53
512,Simisage,attack,98
513,Pansear,attack,53
514,Simisear,attack,98
515,Panpour,attack,53
516,Simipour,attack,98
517,Munna,attack,25
518,Musharna,attack,55
519,Pidove,attack,55
520,Tranquill,attack,77
521,Unfezant,attack,115
522,Blitzle,attack,60
523,Zebstrika,attack,100
524,Roggenrola,attack,75
525,Boldore,attack,105
526,Gigalith,attack,135
527,Woobat,attack,45
528,Swoobat,attack,57
529,Drilbur,attack,85
530,Excadrill,attack,135
531,Audino,attack,60
532,Timburr,attack,80
533,Gurdurr,attack,105
534,Conkeldurr,attack,140
535,Tympole,attack,50
536,Palpitoad,attack,65
537,Seismitoad,attack,95
538,Throh,attack,100
539,Sawk,attack,125
540,Sewaddle,attack,53
541,Swadloon,attack,63
542,Leavanny,attack,103
543,Venipede,attack,45
544,Whirlipede,attack,55
545,Scolipede,attack,100
546,Cottonee,attack,27
547,Whimsicott,attack,67
548,Petilil,attack,35
549,Lilligant,attack,60
550,Basculin,attack,92
551,Sandile,attack,72
552,Krokorok,attack,82
553,Krookodile,attack,117
554,Darumaka,attack,90
555,Darmanitan,attack,140
556,Maractus,attack,86
557,Dwebble,attack,65
558,Crustle,attack,105
559,Scraggy,attack,75
560,Scrafty,attack,90
561,Sigilyph,attack,58
562,Yamask,attack,30
563,Cofagrigus,attack,50
564,Tirtouga,attack,78
565,Carracosta,attack,108
566,Archen,attack,112
567,Archeops,attack,140
568,Trubbish,attack,50
569,Garbodor,attack,95
570,Zorua,attack,65
571,Zoroark,attack,105
572,Minccino,attack,50
573,Cinccino,attack,95
574,Gothita,attack,30
575,Gothorita,attack,45
576,Gothitelle,attack,55
577,Solosis,attack,30
578,Duosion,attack,40
579,Reuniclus,attack,65
580,Ducklett,attack,44
581,Swanna,attack,87
582,Vanillite,attack,50
583,Vanillish,attack,65
584,Vanilluxe,attack,95
585,Deerling,attack,60
586,Sawsbuck,attack,100
587,Emolga,attack,75
588,Karrablast,attack,75
589,Escavalier,attack,135
590,Foongus,attack,55
591,Amoonguss,attack,85
592,Frillish,attack,40
593,Jellicent,attack,60
594,Alomomola,attack,75
595,Joltik,attack,47
596,Galvantula,attack,77
597,Ferroseed,attack,50
598,Ferrothorn,attack,94
599,Klink,attack,55
600,Klang,attack,80
601,Klinklang,attack,100
602,Tynamo,attack,55
603,Eelektrik,attack,85
604,Eelektross,attack,115
605,Elgyem,attack,55
606,Beheeyem,attack,75
607,Litwick,attack,30
608,Lampent,attack,40
609,Chandelure,attack,55
610,Axew,attack,87
611,Fraxure,attack,117
612,Haxorus,attack,147
613,Cubchoo,attack,70
614,Beartic,attack,130
615,Cryogonal,attack,50
616,Shelmet,attack,40
617,Accelgor,attack,70
618,Stunfisk,attack,66
619,Mienfoo,attack,85
620,Mienshao,attack,125
621,Druddigon,attack,120
622,Golett,attack,74
623,Golurk,attack,124
624,Pawniard,attack,85
625,Bisharp,attack,125
626,Bouffalant,attack,110
627,Rufflet,attack,83
628,Braviary,attack,123
629,Vullaby,attack,55
630,Mandibuzz,attack,65
631,Heatmor,attack,97
632,Durant,attack,109
633,Deino,attack,65
634,Zweilous,attack,85
635,Hydreigon,attack,105
636,Larvesta,attack,85
637,Volcarona,attack,60
638,Cobalion,attack,90
639,Terrakion,attack,129
640,Virizion,attack,90
641,Tornadus,attack,115
642,Thundurus,attack,115
643,Reshiram,attack,120
644,Zekrom,attack,150
645,Landorus,attack,125
646,Kyurem,attack,130
647,Keldeo,attack,72
648,Meloetta,attack,77
649,Genesect,attack,120
650,Chespin,attack,61
651,Quilladin,attack,78
652,Chesnaught,attack,107
653,Fennekin,attack,45
654,Braixen,attack,59
655,Delphox,attack,69
656,Froakie,attack,56
657,Frogadier,attack,63
658,Greninja,attack,95
659,Bunnelby,attack,36
660,Diggersby,attack,56
661,Fletchling,attack,50
662,Fletchinder,attack,73
663,Talonflame,attack,81
664,Scatterbug,attack,35
665,Spewpa,attack,22
666,Vivillon,attack,52
667,Litleo,attack,50
668,Pyroar,attack,68
669,Flabébé,attack,38
670,Floette,attack,45
671,Florges,attack,65
672,Skiddo,attack,65
673,Gogoat,attack,100
674,Pancham,attack,82
675,Pangoro,attack,124
676,Furfrou,attack,80
677,Espurr,attack,48
678,Meowstic,attack,48
679,Honedge,attack,80
680,Doublade,attack,110
681,Aegislash,attack,50
682,Spritzee,attack,52
683,Aromatisse,attack,72
684,Swirlix,attack,48
685,Slurpuff,attack,80
686,Inkay,attack,54
687,Malamar,attack,92
688,Binacle,attack,52
689,Barbaracle,attack,105
690,Skrelp,attack,60
691,Dragalge,attack,75
692,Clauncher,attack,53
693,Clawitzer,attack,73
694,Helioptile,attack,38
695,Heliolisk,attack,55
696,Tyrunt,attack,89
697,Tyrantrum,attack,121
698,Amaura,attack,59
699,Aurorus,attack,77
700,Sylveon,attack,65
701,Hawlucha,attack,92
702,Dedenne,attack,58
703,Carbink,attack,50
704,Goomy,attack,50
705,Sliggoo,attack,75
706,Goodra,attack,100
707,Klefki,attack,80
708,Phantump,attack,70
709,Trevenant,attack,110
710,Pumpkaboo,attack,66
711,Gourgeist,attack,90
712,Bergmite,attack,69
713,Avalugg,attack,117
714,Noibat,attack,30
715,Noivern,attack,70
716,Xerneas,attack,131
717,Yveltal,attack,131
718,Zygarde,attack,100
719,Diancie,attack,100
720,Hoopa,attack,110
721,Volcanion,attack,110
722,Rowlet,attack,55
723,Dartrix,attack,75
724,Decidueye,attack,107
725,Litten,attack,65
726,Torracat,attack,85
727,Incineroar,attack,115
728,Popplio,attack,54
729,Brionne,attack,69
730,Primarina,attack,74
731,Pikipek,attack,75
732,Trumbeak,attack,85
733,Toucannon,attack,120
734,Yungoos,attack,70
735,Gumshoos,attack,110
736,Grubbin,attack,62
737,Charjabug,attack,82
738,Vikavolt,attack,70
739,Crabrawler,attack,82
740,Crabominable,attack,132
741,Oricorio,attack,70
742,Cutiefly,attack,45
743,Ribombee,attack,55
744,Rockruff,attack,65
745,Lycanroc,attack,115
746,Wishiwashi,attack,20
747,Mareanie,attack,53
748,Toxapex,attack,63
749,Mudbray,attack,100
750,Mudsdale,attack,125
751,Dewpider,attack,40
752,Araquanid,attack,70
753,Fomantis,attack,55
754,Lurantis,attack,105
755,Morelull,attack,35
756,Shiinotic,attack,45
757,Salandit,attack,44
758,Salazzle,attack,64
759,Stufful,attack,75
760,Bewear,attack,125
761,Bounsweet,attack,30
762,Steenee,attack,40
763,Tsareena,attack,120
764,Comfey,attack,52
765,Oranguru,attack,60
766,Passimian,attack,120
767,Wimpod,attack,35
768,Golisopod,attack,125
769,Sandygast,attack,55
770,Palossand,attack,75
771,Pyukumuku,attack,60
772,Type: Null,attack,95
773,Silvally,attack,95
774,Minior,attack,60
775,Komala,attack,115
776,Turtonator,attack,78
777,Togedemaru,attack,98
778,Mimikyu,attack,90
779,Bruxish,attack,105
780,Drampa,attack,60
781,Dhelmise,attack,131
782,Jangmo-o,attack,55
783,Hakamo-o,attack,75
784,Kommo-o,attack,110
785,Tapu Koko,attack,115
786,Tapu Lele,attack,85
787,Tapu Bulu,attack,130
788,Tapu Fini,attack,75
789,Cosmog,attack,29
790,Cosmoem,attack,29
791,Solgaleo,attack,137
792,Lunala,attack,113
793,Nihilego,attack,53
794,Buzzwole,attack,139
795,Pheromosa,attack,137
796,Xurkitree,attack,89
797,Celesteela,attack,101
798,Kartana,attack,181
799,Guzzlord,attack,101
800,Necrozma,attack,107
801,Magearna,attack,95
802,Marshadow,attack,125
803,Poipole,attack,73
804,Naganadel,attack,73
805,Stakataka,attack,131
806,Blacephalon,attack,127
807,Zeraora,attack,112
808,Meltan,attack,65
809,Melmetal,attack,143
810,Grookey,attack,65
811,Thwackey,attack,85
812,Rillaboom,attack,125
813,Scorbunny,attack,71
814,Raboot,attack,86
815,Cinderace,attack,116
816,Sobble,attack,40
817,Drizzile,attack,60
818,Inteleon,attack,85
819,Skwovet,attack,55
820,Greedent,attack,95
821,Rookidee,attack,47
822,Corvisquire,attack,67
823,Corviknight,attack,87
824,Blipbug,attack,20
825,Dottler,attack,35
826,Orbeetle,attack,45
827,Nickit,attack,28
828,Thievul,attack,58
829,Gossifleur,attack,40
830,Eldegoss,attack,50
831,Wooloo,attack,40
832,Dubwool,attack,80
833,Chewtle,attack,64
834,Drednaw,attack,115
835,Yamper,attack,45
836,Boltund,attack,90
837,Rolycoly,attack,40
838,Carkol,attack,60
839,Coalossal,attack,80
840,Applin,attack,40
841,Flapple,attack,110
842,Appletun,attack,85
843,Silicobra,attack,57
844,Sandaconda,attack,107
845,Cramorant,attack,85
846,Arrokuda,attack,63
847,Barraskewda,attack,123
848,Toxel,attack,38
849,Toxtricity,attack,98
850,Sizzlipede,attack,65
851,Centiskorch,attack,115
852,Clobbopus,attack,68
853,Grapploct,attack,118
854,Sinistea,attack,45
855,Polteageist,attack,65
856,Hatenna,attack,30
857,Hattrem,attack,40
858,Hatterene,attack,90
859,Impidimp,attack,45
860,Morgrem,attack,60
861,Grimmsnarl,attack,120
862,Obstagoon,attack,90
863,Perrserker,attack,110
864,Cursola,attack,95
865,Sirfetch'd,attack,135
866,Mr. Rime,attack,85
867,Runerigus,attack,95
868,Milcery,attack,40
869,Alcremie,attack,60
870,Falinks,attack,100
871,Pincurchin,attack,101
872,Snom,attack,25
873,Frosmoth,attack,65
874,Stonjourner,attack,125
875,Eiscue,attack,80
876,Indeedee,attack,65
877,Morpeko,attack,95
878,Cufant,attack,80
879,Copperajah,attack,130
880,Dracozolt,attack,100
881,Arctozolt,attack,100
882,Dracovish,attack,90
883,Arctovish,attack,90
884,Duraludon,attack,95
885,Dreepy,attack,60
886,Drakloak,attack,80
887,Dragapult,attack,120
888,Zacian,attack,130
889,Zamazenta,attack,130
890,Eternatus,attack,85
891,Kubfu,attack,90
892,Urshifu,attack,130
893,Zarude,attack,120
894,Regieleki,attack,100
895,Regidrago,attack,100
896,Glastrier,attack,145
897,Spectrier,attack,65
898,Calyrex,attack,80
899,Wyrdeer,attack,105
900,Kleavor,attack,135
901,Ursaluna,attack,140
902,Basculegion,attack,112
903,Sneasler,attack,130
904,Overqwil,attack,115
905,Enamorus,attack,115
906,Sprigatito,attack,61
907,Floragato,attack,80
908,Meowscarada,attack,110
909,Fuecoco,attack,45
910,Crocalor,attack,55
911,Skeledirge,attack,75
912,Quaxly,attack,65
913,Quaxwell,attack,85
914,Quaquaval,attack,120
915,Lechonk,attack,45
916,Oinkologne,attack,100
917,Tarountula,attack,41
918,Spidops,attack,79
919,Nymble,attack,46
920,Lokix,attack,102
921,Pawmi,attack,50
922,Pawmo,attack,75
923,Pawmot,attack,115
924,Tandemaus,attack,50
925,Maushold,attack,75
926,Fidough,attack,55
927,Dachsbun,attack,80
928,Smoliv,attack,35
929,Dolliv,attack,53
930,Arboliva,attack,69
931,Squawkabilly,attack,96
932,Nacli,attack,55
933,Naclstack,attack,60
934,Garganacl,attack,100
935,Charcadet,attack,50
936,Armarouge,attack,60
937,Ceruledge,attack,125
938,Tadbulb,attack,31
939,Bellibolt,attack,64
940,Wattrel,attack,40
941,Kilowattrel,attack,70
942,Maschiff,attack,78
943,Mabosstiff,attack,120
944,Shroodle,attack,65
945,Grafaiai,attack,95
946,Bramblin,attack,65
947,Brambleghast,attack,115
948,Toedscool,attack,40
949,Toedscruel,attack,70
950,Klawf,attack,100
951,Capsakid,attack,62
952,Scovillain,attack,108
953,Rellor,attack,50
954,Rabsca,attack,50
955,Flittle,attack,35
956,Espathra,attack,60
957,Tinkatink,attack,45
958,Tinkatuff,attack,55
959,Tinkaton,attack,75
960,Wiglett,attack,55
961,Wugtrio,attack,100
962,Bombirdier,attack,103
963,Finizen,attack,45
964,Palafin,attack,70
965,Varoom,attack,70
966,Revavroom,attack,119
967,Cyclizar,attack,95
968,Orthworm,attack,85
969,Glimmet,attack,35
970,Glimmora,attack,55
971,Greavard,attack,61
972,Houndstone,attack,101
973,Flamigo,attack,115
974,Cetoddle,attack,68
975,Cetitan,attack,113
976,Veluza,attack,102
977,Dondozo,attack,100
978,Tatsugiri,attack,50
979,Annihilape,attack,115
980,Clodsire,attack,75
981,Farigiraf,attack,90
982,Dudunsparce,attack,100
983,Kingambit,attack,135
984,Great Tusk,attack,131
985,Scream Tail,attack,65
986,Brute Bonnet,attack,127
987,Flutter Mane,attack,55
988,Slither Wing,attack,135
989,Sandy Shocks,attack,81
990,Iron Treads,attack,112
991,Iron Bundle,attack,80
992,Iron Hands,attack,140
993,Iron Jugulis,attack,80
994,Iron Moth,attack,70
995,Iron Thorns,attack,134
996,Frigibax,attack,75
997,Arctibax,attack,95
998,Baxcalibur,attack,145
999,Gimmighoul,attack,30
1000,Gholdengo,attack,60
1001,Wo-Chien,attack,85
1002,Chien-Pao,attack,120
1003,Ting-Lu,attack,110
1004,Chi-Yu,attack,80
1005,Roaring Moon,attack,139
1006,Iron Valiant,attack,130
1007,Koraidon,attack,135
1008,Miraidon,attack,85
1009,Walking Wake,attack,83
1010,Iron Leaves,attack,130
1011,Dipplin,attack,80
1012,Poltchageist,attack,45
1013,Sinistcha,attack,60
1014,Okidogi,attack,128
1015,Munkidori,attack,75
1016,Fezandipiti,attack,91
1017,Ogerpon,attack,120
1018,Archaludon,attack,105
1019,Hydrapple,attack,80
1020,Gouging Fire,attack,115
1021,Raging Bolt,attack,73
1022,Iron Boulder,attack,120
1023,Iron Crown,attack,72
1024,Terapagos,attack,65
1025,Pecharunt,attack,88
1,Bulbasaur,defense,49
2,Ivysaur,defense,63
3,Venusaur,defense,83
4,Charmander,defense,43
5,Charmeleon,defense,58
6,Charizard,defense,78
7,Squirtle,defense,65
8,Wartortle,defense,80
9,Blastoise,defense,100
10,Caterpie,defense,35
11,Metapod,defense,55
12,Butterfree,defense,50
13,Weedle,defense,30
14,Kakuna,defense,50
15,Beedrill,defense,40
16,Pidgey,defense,40
17,Pidgeotto,defense,55
18,Pidgeot,defense,75
19,Rattata,defense,35
20,Raticate,defense,60
21,Spearow,defense,30
22,Fearow,defense,65
23,Ekans,defense,44
24,Arbok,defense,69
25,Pikachu,defense,40
26,Raichu,defense,55
27,Sandshrew,defense,85
28,Sandslash,defense,110
29,Nidoran♀,defense,52
30,Nidorina,defense,67
31,Nidoqueen,defense,87
32,Nidoran♂,defense,40
33,Nidorino,defense,57
34,Nidoking,defense,77
35,Clefairy,defense,48
36,Clefable,defense,73
37,Vulpix,defense,40
38,Ninetales,defense,75
39,Jigglypuff,defense,20
40,Wigglytuff,defense,45
41,Zubat,defense,35
42,Golbat,defense,70
43,Oddish,defense,55
44,Gloom,defense,70
45,Vileplume,defense,85
46,Paras,defense,55
47,Parasect,defense,80
48,Venonat,defense,50
49,Venomoth,defense,60
50,Diglett,defense,25
51,Dugtrio,defense,50
52,Meowth,defense,35
53,Persian,defense,60
54,Psyduck,defense,48
55,Golduck,defense,78
56,Mankey,defense,35
57,Primeape,defense,60
58,Growlithe,defense,45
59,Arcanine,defense,80
60,Poliwag,defense,40
61,Poliwhirl,defense,65
62,Poliwrath,defense,95
63,Abra,defense,15
64,Kadabra,defense,30
65,Alakazam,defense,45
66,Machop,defense,50
67,Machoke,defense,70
68,Machamp,defense,80
69,Bellsprout,defense,35
70,Weepinbell,defense,50
71,Victreebel,defense,65
72,Tentacool,defense,35
73,Tentacruel,defense,65
74,Geodude,defense,100
75,Graveler,defense,115
76,Golem,defense,130
77,Ponyta,defense,55
78,Rapidash,defense,70
79,Slowpoke,defense,65
80,Slowbro,defense,110
81,Magnemite,defense,70
82,Magneton,defense,95
83,Farfetch'd,defense,55
84,Doduo,defense,45
85,Dodrio,defense,70
86,Seel,defense,55
87,Dewgong,defense,80
88,Grimer,defense,50
89,Muk,defense,75
90,Shellder,defense,100
91,Cloyster,defense,180
92,Gastly,defense,30
93,Haunter,defense,45
94,Gengar,defense,60
95,Onix,defense,160
96,Drowzee,defense,45
97,Hypno,defense,70
98,Krabby,defense,90
99,Kingler,defense,115
100,Voltorb,defense,50
101,Electrode,defense,70
102,Exeggcute,defense,80
103,Exeggutor,defense,85
104,Cubone,defense,95
105,Marowak,defense,110
106,Hitmonlee,defense,53
107,Hitmonchan,defense,79
108,Lickitung,defense,75
109,Koffing,defense,95
110,Weezing,defense,120
111,Rhyhorn,defense,95
112,Rhydon,defense,120
113,Chansey,defense,5
114,Tangela,defense,115
115,Kangaskhan,defense,80
116,Horsea,defense,70
