english_name,class_primary,class_secondary,attack,gen,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,votes_first,votes_top_6,num_abilities,evo_length,has_mega_evolution,has_gigantamax,rarity
Dodrio,4,2,110.0,1.0,50.0,50.0,1.8,85.2,45.0,5120.0,60.0,70.0,60.0,60.0,110.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0
Seel,2,1,45.0,1.0,50.0,50.0,1.1,90.0,190.0,5120.0,65.0,55.0,45.0,70.0,45.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Dewgong,2,5,70.0,1.0,50.0,50.0,1.7,120.0,75.0,5120.0,90.0,80.0,70.0,95.0,70.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0
Grimer,5,0,80.0,1.0,50.0,50.0,0.9,30.0,190.0,5120.0,80.0,50.0,40.0,50.0,25.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,3.0,3.0,0.0,0.0,0.0
Muk,5,0,105.0,1.0,50.0,50.0,1.2,30.0,75.0,5120.0,105.0,75.0,65.0,100.0,50.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,2.0,10.0,3.0,3.0,0.0,0.0,0.0
Shellder,2,1,65.0,1.0,50.2,49.8,0.3,4.0,190.0,5120.0,30.0,100.0,45.0,25.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0
Cloyster,2,5,95.0,1.0,50.2,49.8,1.5,132.5,60.0,5120.0,50.0,180.0,85.0,45.0,70.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,3.0,3.0,0.0,0.0,0.0
Gastly,12,0,35.0,1.0,50.2,49.8,1.3,0.1,190.0,5120.0,30.0,30.0,100.0,35.0,80.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,0.0,4.0,1.0,5.0,0.0,0.0,0.0
Haunter,12,0,50.0,1.0,50.2,49.8,1.6,0.1,90.0,5120.0,45.0,45.0,115.0,55.0,95.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,15.0,41.0,1.0,5.0,0.0,0.0,0.0
Onix,11,6,45.0,1.0,50.2,49.8,8.8,210.0,45.0,6400.0,35.0,160.0,30.0,45.0,70.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,2.0,6.0,3.0,3.0,0.0,0.0,0.0
Drowzee,10,1,48.0,1.0,50.0,50.0,1.0,32.4,190.0,5120.0,60.0,45.0,43.0,90.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
Hypno,10,1,73.0,1.0,50.0,50.0,1.6,75.6,75.0,5120.0,85.0,70.0,73.0,115.0,67.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0
Krabby,2,1,105.0,1.0,50.2,49.8,0.4,6.5,225.0,5120.0,30.0,90.0,25.0,25.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0
Kingler,2,1,130.0,1.0,50.2,49.8,1.3,60.0,60.0,5120.0,55.0,115.0,50.0,50.0,75.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.0,12.0,3.0,3.0,0.0,1.0,0.0
Voltorb,6,1,30.0,1.0,0.0,0.0,0.5,10.4,190.0,5120.0,40.0,50.0,55.0,55.0,100.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Electrode,6,1,50.0,1.0,0.0,0.0,1.2,66.6,60.0,5120.0,60.0,70.0,80.0,80.0,150.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0
Exeggcute,0,10,40.0,1.0,50.2,49.8,0.4,2.5,90.0,5120.0,60.0,80.0,60.0,45.0,40.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0
Exeggutor,0,10,95.0,1.0,50.2,49.8,2.0,120.0,45.0,5120.0,95.0,85.0,125.0,75.0,55.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,10.0,2.0,3.0,0.0,0.0,0.0
Cubone,7,1,50.0,1.0,50.2,49.8,0.4,6.5,190.0,5120.0,50.0,95.0,40.0,50.0,35.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,13.0,39.0,3.0,3.0,0.0,0.0,0.0
Marowak,7,12,80.0,1.0,50.2,49.8,1.0,45.0,75.0,5120.0,60.0,110.0,50.0,80.0,45.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,3.0,12.0,3.0,3.0,0.0,0.0,0.0
Hitmonlee,9,1,120.0,1.0,100.0,0.0,1.5,49.8,45.0,6400.0,50.0,53.0,35.0,110.0,87.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,3.0,9.0,3.0,3.0,0.0,0.0,0.0
Hitmonchan,9,1,105.0,1.0,100.0,0.0,1.4,50.2,45.0,6400.0,50.0,79.0,35.0,110.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0
Lickitung,4,1,55.0,1.0,50.2,49.8,1.2,65.5,45.0,5120.0,90.0,75.0,60.0,75.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0
Koffing,5,1,65.0,1.0,50.2,49.8,0.6,1.0,190.0,5120.0,40.0,95.0,60.0,45.0,35.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,4.0,8.0,3.0,3.0,0.0,0.0,0.0
Weezing,5,0,90.0,1.0,50.2,49.8,1.2,9.5,60.0,5120.0,65.0,120.0,85.0,70.0,60.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,10.0,3.0,3.0,0.0,0.0,0.0
Rhyhorn,7,13,85.0,1.0,50.2,49.8,1.0,115.0,120.0,5120.0,80.0,95.0,30.0,30.0,25.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,2.0,9.0,3.0,5.0,0.0,0.0,0.0
Rhydon,7,13,130.0,1.0,50.2,49.8,1.9,120.0,60.0,5120.0,105.0,120.0,45.0,45.0,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,4.0,14.0,3.0,5.0,0.0,0.0,0.0
Chansey,4,1,5.0,1.0,0.0,100.0,1.1,34.6,30.0,10240.0,250.0,5.0,35.0,105.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,10.0,3.0,5.0,0.0,0.0,0.0
Tangela,0,1,55.0,1.0,50.2,49.8,1.0,35.0,45.0,5120.0,65.0,115.0,100.0,40.0,60.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,3.0,0.0,0.0,0.0
Kangaskhan,4,1,95.0,1.0,0.0,100.0,2.2,80.0,45.0,5120.0,105.0,80.0,40.0,80.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0
Horsea,2,1,40.0,1.0,50.2,49.8,0.4,8.0,225.0,5120.0,30.0,70.0,70.0,25.0,60.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0
Seadra,2,1,65.0,1.0,50.2,49.8,1.2,25.0,75.0,5120.0,55.0,95.0,95.0,45.0,85.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0
Goldeen,2,1,67.0,1.0,50.2,49.8,0.6,15.0,225.0,5120.0,45.0,60.0,35.0,50.0,63.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
Seaking,2,1,92.0,1.0,50.2,49.8,1.3,39.0,60.0,5120.0,80.0,65.0,65.0,80.0,68.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Staryu,2,1,45.0,1.0,0.0,0.0,0.8,34.5,225.0,5120.0,30.0,55.0,70.0,55.0,85.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0
Starmie,2,10,75.0,1.0,0.0,0.0,1.1,80.0,60.0,5120.0,60.0,85.0,100.0,85.0,115.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,4.0,21.0,3.0,3.0,0.0,0.0,0.0
Mr. Mime,10,7,45.0,1.0,50.2,49.8,1.3,54.5,45.0,6400.0,40.0,65.0,100.0,120.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0
Scyther,3,2,110.0,1.0,50.2,49.8,1.5,56.0,45.0,6400.0,70.0,80.0,55.0,80.0,105.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,8.0,41.0,3.0,3.0,0.0,0.0,0.0
Jynx,13,10,50.0,1.0,0.0,100.0,1.4,40.6,45.0,6400.0,65.0,35.0,115.0,95.0,95.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0
Electabuzz,6,1,83.0,1.0,75.49,24.51,1.1,30.0,45.0,6400.0,65.0,57.0,95.0,85.0,105.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,6.0,2.0,5.0,0.0,0.0,0.0
Magmar,1,1,95.0,1.0,75.49,24.51,1.3,44.5,45.0,6400.0,65.0,57.0,100.0,85.0,93.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,6.0,9.0,2.0,5.0,0.0,0.0,0.0
Pinsir,3,1,125.0,1.0,50.2,49.8,1.5,55.0,45.0,6400.0,65.0,100.0,55.0,70.0,85.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0
Tauros,4,1,100.0,1.0,100.0,0.0,1.4,88.4,45.0,5120.0,75.0,95.0,40.0,70.0,110.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,0.0,0.0,0.0
Magikarp,2,1,10.0,1.0,50.2,49.8,0.9,10.0,255.0,1280.0,20.0,55.0,15.0,20.0,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,6.0,22.0,2.0,3.0,0.0,0.0,0.0
Lapras,2,5,85.0,1.0,50.2,49.8,2.5,220.0,45.0,10240.0,130.0,80.0,85.0,95.0,60.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,15.0,71.0,3.0,1.0,0.0,1.0,0.0
Ditto,4,1,48.0,1.0,0.0,0.0,0.3,4.0,35.0,5120.0,48.0,48.0,48.0,48.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,22.0,2.0,1.0,0.0,0.0,0.0
Eevee,4,1,55.0,1.0,88.14,11.86,0.3,6.5,45.0,8960.0,55.0,50.0,45.0,65.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,35.0,111.0,3.0,1.0,0.0,1.0,0.0
Vaporeon,2,1,65.0,1.0,88.14,11.86,1.0,29.0,45.0,8960.0,130.0,60.0,110.0,95.0,65.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,14.0,75.0,2.0,1.0,0.0,0.0,0.0
Jolteon,6,1,65.0,1.0,88.14,11.86,0.8,24.5,45.0,8960.0,65.0,60.0,110.0,95.0,130.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,13.0,69.0,2.0,1.0,0.0,0.0,0.0
Flareon,1,1,130.0,1.0,88.14,11.86,0.9,25.0,45.0,8960.0,65.0,60.0,95.0,110.0,65.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,5.0,25.0,2.0,1.0,0.0,0.0,0.0
Porygon,4,1,60.0,1.0,0.0,0.0,0.8,36.5,45.0,5120.0,65.0,70.0,85.0,75.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,21.0,3.0,5.0,0.0,0.0,0.0
Omanyte,11,14,40.0,1.0,88.14,11.86,0.4,7.5,45.0,7680.0,35.0,100.0,90.0,55.0,35.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,3.0,0.0,0.0,0.0
Omastar,11,14,60.0,1.0,88.14,11.86,1.0,35.0,45.0,7680.0,70.0,125.0,115.0,70.0,55.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0
Kabuto,11,14,80.0,1.0,88.14,11.86,0.5,11.5,45.0,7680.0,30.0,90.0,55.0,45.0,55.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
Kabutops,11,14,115.0,1.0,88.14,11.86,1.3,40.5,45.0,7680.0,60.0,105.0,65.0,70.0,80.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,14.0,3.0,3.0,0.0,0.0,0.0
Aerodactyl,11,2,105.0,1.0,88.14,11.86,1.8,59.0,45.0,8960.0,80.0,65.0,60.0,75.0,130.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,24.0,3.0,1.0,1.0,0.0,0.0
Snorlax,4,1,110.0,1.0,88.14,11.86,2.1,460.0,25.0,10240.0,160.0,65.0,65.0,110.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,29.0,98.0,3.0,3.0,0.0,1.0,0.0
Articuno,13,2,85.0,1.0,0.0,0.0,1.7,55.4,3.0,20480.0,90.0,100.0,95.0,125.0,85.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0,3.0,35.0,3.0,1.0,0.0,0.0,1.0
Zapdos,6,2,90.0,1.0,0.0,0.0,1.6,52.6,3.0,20480.0,90.0,85.0,125.0,90.0,100.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,30.0,3.0,1.0,0.0,0.0,1.0
Moltres,1,2,100.0,1.0,0.0,0.0,2.0,60.0,3.0,20480.0,90.0,90.0,125.0,85.0,90.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,0.0,5.0,3.0,1.0,0.0,0.0,1.0
Dratini,14,1,64.0,1.0,50.2,49.8,1.8,3.3,45.0,10240.0,41.0,45.0,50.0,50.0,50.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,8.0,2.0,5.0,0.0,0.0,0.0
Dragonair,14,1,84.0,1.0,50.2,49.8,4.0,16.5,45.0,10240.0,61.0,65.0,70.0,70.0,70.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,24.0,2.0,5.0,0.0,0.0,0.0
Dragonite,14,2,134.0,1.0,50.2,49.8,2.2,210.0,45.0,10240.0,91.0,95.0,100.0,100.0,80.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,27.0,116.0,2.0,5.0,0.0,0.0,0.0
Mew,10,1,100.0,1.0,0.0,0.0,0.4,4.0,45.0,30720.0,100.0,100.0,100.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,22.0,93.0,1.0,1.0,0.0,0.0,3.0
Chikorita,0,1,49.0,2.0,88.1,11.9,0.9,6.4,45.0,5120.0,45.0,65.0,49.0,65.0,45.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,30.0,2.0,5.0,0.0,0.0,0.0
Bayleef,0,1,62.0,2.0,88.1,11.9,1.2,15.8,45.0,5120.0,60.0,80.0,63.0,80.0,60.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,5.0,0.0,0.0,0.0
Meganium,0,1,82.0,2.0,88.1,11.9,1.8,100.5,45.0,5120.0,80.0,100.0,83.0,100.0,80.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,26.0,2.0,5.0,0.0,0.0,0.0
Cyndaquil,1,1,52.0,2.0,88.1,11.9,0.5,7.9,45.0,5120.0,39.0,43.0,60.0,50.0,65.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,13.0,70.0,2.0,5.0,0.0,0.0,0.0
Quilava,1,1,64.0,2.0,88.1,11.9,0.9,19.0,45.0,5120.0,58.0,58.0,80.0,65.0,80.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,5.0,26.0,2.0,5.0,0.0,0.0,0.0
Typhlosion,1,1,84.0,2.0,88.1,11.9,1.7,79.5,45.0,5120.0,78.0,78.0,109.0,85.0,100.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,21.0,118.0,2.0,5.0,0.0,0.0,0.0
Totodile,2,1,65.0,2.0,88.1,11.9,0.6,9.5,45.0,5120.0,50.0,64.0,44.0,48.0,43.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,20.0,72.0,2.0,5.0,0.0,0.0,0.0
Croconaw,2,1,80.0,2.0,88.1,11.9,1.1,25.0,45.0,5120.0,65.0,80.0,59.0,63.0,58.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0
Feraligatr,2,1,105.0,2.0,88.1,11.9,2.3,88.8,45.0,5120.0,85.0,100.0,79.0,83.0,78.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,11.0,61.0,2.0,5.0,0.0,0.0,0.0
Sentret,4,1,46.0,2.0,50.0,50.0,0.8,6.0,255.0,3840.0,35.0,34.0,35.0,45.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Furret,4,1,76.0,2.0,50.0,50.0,1.8,32.5,90.0,3840.0,85.0,64.0,45.0,55.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,32.0,3.0,3.0,0.0,0.0,0.0
Hoothoot,4,2,30.0,2.0,50.2,49.8,0.7,21.2,255.0,3840.0,60.0,30.0,36.0,56.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0
Noctowl,4,2,50.0,2.0,50.2,49.8,1.6,40.8,90.0,3840.0,100.0,50.0,86.0,96.0,70.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,3.0,0.0,0.0,0.0
Ledyba,3,2,20.0,2.0,50.0,50.0,1.0,10.8,255.0,3840.0,40.0,30.0,40.0,80.0,55.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0
Ledian,3,2,35.0,2.0,50.0,50.0,1.4,35.6,90.0,3840.0,55.0,50.0,55.0,110.0,85.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0
Spinarak,3,0,60.0,2.0,50.0,50.0,0.5,8.5,255.0,3840.0,40.0,40.0,40.0,40.0,30.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.0,3.0,3.0,3.0,0.0,0.0,0.0
Ariados,3,0,90.0,2.0,50.0,50.0,1.1,33.5,90.0,3840.0,70.0,70.0,60.0,70.0,40.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,2.0,11.0,3.0,3.0,0.0,0.0,0.0
Crobat,5,2,90.0,2.0,50.2,49.8,1.8,75.0,90.0,3840.0,85.0,80.0,70.0,80.0,130.0,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,13.0,87.0,2.0,5.0,0.0,0.0,0.0
Chinchou,2,4,38.0,2.0,50.2,49.8,0.5,12.0,190.0,5120.0,75.0,38.0,56.0,56.0,67.0,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0
Lanturn,2,4,58.0,2.0,50.2,49.8,1.2,22.5,75.0,5120.0,125.0,58.0,76.0,76.0,67.0,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,3.0,13.0,3.0,3.0,0.0,0.0,0.0
