gen,english_name,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,votes_first,votes_top_6,num_abilities,evo_length,has_mega_evolution,has_gigantamax,rarity,class_primary,class_secondary
3.0,Combusken,88.14,11.86,0.9,19.5,45.0,5120.0,60.0,85.0,60.0,85.0,60.0,55.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,1,9
3.0,Blaziken,88.14,11.86,1.9,52.0,45.0,5120.0,80.0,120.0,70.0,110.0,70.0,80.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,28.0,123.0,2.0,5.0,1.0,0.0,0.0,1,9
3.0,Mudkip,88.14,11.86,0.4,7.6,45.0,5120.0,50.0,70.0,50.0,50.0,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,23.0,96.0,2.0,5.0,0.0,0.0,0.0,2,1
3.0,Marshtomp,88.14,11.86,0.7,28.0,45.0,5120.0,70.0,85.0,70.0,60.0,70.0,50.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,5.0,2.0,5.0,0.0,0.0,0.0,2,6
3.0,Swampert,88.14,11.86,1.5,81.9,45.0,5120.0,100.0,110.0,90.0,85.0,90.0,60.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,30.0,140.0,2.0,5.0,1.0,0.0,0.0,2,6
3.0,Poochyena,50.0,50.0,0.5,13.6,255.0,3840.0,35.0,55.0,35.0,30.0,30.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,15,1
3.0,Mightyena,50.0,50.0,1.0,37.0,127.0,3840.0,70.0,90.0,70.0,60.0,60.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,2.0,10.0,3.0,3.0,0.0,0.0,0.0,15,1
3.0,Zigzagoon,50.2,49.8,0.4,17.5,255.0,3840.0,38.0,30.0,41.0,30.0,41.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,9.0,3.0,4.0,0.0,0.0,0.0,4,3
3.0,Linoone,50.2,49.8,0.5,32.5,90.0,3840.0,78.0,70.0,61.0,50.0,61.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,4,3
3.0,Wurmple,50.0,50.0,0.3,3.6,255.0,3840.0,45.0,45.0,35.0,20.0,30.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,3,1
3.0,Silcoon,50.0,50.0,0.6,10.0,120.0,3840.0,50.0,35.0,55.0,25.0,25.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,3,1
3.0,Beautifly,50.0,50.0,1.0,28.4,45.0,3840.0,60.0,70.0,50.0,100.0,50.0,65.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,3,2
3.0,Cascoon,50.0,50.0,0.7,11.5,120.0,3840.0,50.0,35.0,55.0,25.0,25.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3,1
3.0,Dustox,50.0,50.0,1.2,31.6,45.0,3840.0,60.0,50.0,70.0,50.0,90.0,65.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.0,5.0,2.0,5.0,0.0,0.0,0.0,3,0
3.0,Lotad,50.2,49.8,0.5,2.6,255.0,3840.0,40.0,30.0,30.0,40.0,50.0,30.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,9.0,3.0,5.0,0.0,0.0,0.0,2,8
3.0,Lombre,50.2,49.8,1.2,32.5,120.0,3840.0,60.0,50.0,50.0,60.0,70.0,50.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,2,8
3.0,Ludicolo,50.2,49.8,1.5,55.0,45.0,3840.0,80.0,70.0,70.0,90.0,100.0,70.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,21.0,3.0,5.0,0.0,0.0,0.0,2,8
3.0,Seedot,50.2,49.8,0.5,4.0,255.0,3840.0,40.0,40.0,50.0,30.0,30.0,30.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0,1
3.0,Nuzleaf,50.2,49.8,1.0,28.0,120.0,3840.0,70.0,70.0,40.0,60.0,40.0,60.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0,3
3.0,Shiftry,50.2,49.8,1.3,59.6,45.0,3840.0,90.0,100.0,60.0,90.0,60.0,80.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,7.0,3.0,5.0,0.0,0.0,0.0,0,3
3.0,Taillow,50.0,50.0,0.3,2.3,200.0,3840.0,40.0,55.0,30.0,30.0,30.0,85.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,4,2
3.0,Swellow,50.0,50.0,0.7,19.8,45.0,3840.0,60.0,85.0,60.0,75.0,50.0,125.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,2.0,11.0,2.0,3.0,0.0,0.0,0.0,4,2
3.0,Wingull,50.2,49.8,0.6,9.5,190.0,5120.0,40.0,30.0,30.0,55.0,30.0,85.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,5.0,3.0,3.0,0.0,0.0,0.0,2,2
3.0,Pelipper,50.2,49.8,1.2,28.0,45.0,5120.0,60.0,50.0,100.0,95.0,70.0,65.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,2,2
3.0,Ralts,50.2,49.8,0.4,6.6,235.0,5120.0,28.0,25.0,25.0,45.0,35.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,8.0,3.0,7.0,0.0,0.0,0.0,10,7
3.0,Kirlia,50.2,49.8,0.8,20.2,120.0,5120.0,38.0,35.0,35.0,65.0,55.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,3.0,7.0,0.0,0.0,0.0,10,7
3.0,Gardevoir,50.2,49.8,1.6,48.4,45.0,5120.0,68.0,65.0,65.0,125.0,115.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,33.0,180.0,3.0,5.0,1.0,0.0,0.0,10,7
3.0,Surskit,50.0,50.0,0.5,1.7,200.0,3840.0,40.0,30.0,32.0,50.0,52.0,65.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,3,14
3.0,Masquerain,50.0,50.0,0.8,3.6,75.0,3840.0,70.0,60.0,62.0,100.0,82.0,80.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,3.0,0.0,0.0,0.0,3,2
3.0,Shroomish,50.0,50.0,0.4,4.5,255.0,3840.0,60.0,40.0,60.0,40.0,60.0,35.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,3.0,0.0,0.0,0.0,0,1
3.0,Breloom,50.0,50.0,1.2,39.2,90.0,3840.0,60.0,130.0,80.0,60.0,60.0,70.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,12.0,46.0,3.0,3.0,0.0,0.0,0.0,0,9
3.0,Slakoth,50.0,50.0,0.8,24.0,255.0,3840.0,60.0,60.0,60.0,35.0,35.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,4,1
3.0,Vigoroth,50.0,50.0,1.4,46.5,120.0,3840.0,80.0,80.0,80.0,55.0,55.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,4,1
3.0,Slaking,50.0,50.0,2.0,130.5,45.0,3840.0,150.0,160.0,100.0,95.0,65.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,4,1
3.0,Nincada,50.2,49.8,0.5,5.5,255.0,3840.0,31.0,45.0,90.0,30.0,30.0,40.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,3,6
3.0,Ninjask,50.2,49.8,0.8,12.0,120.0,3840.0,61.0,90.0,45.0,50.0,50.0,160.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,0.0,0.0,0.0,3,2
3.0,Shedinja,0.0,0.0,0.8,1.2,45.0,3840.0,1.0,90.0,45.0,30.0,30.0,40.0,0.0,2.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,4.0,32.0,1.0,5.0,0.0,0.0,0.0,3,16
3.0,Whismur,50.2,49.8,0.6,16.3,190.0,5120.0,64.0,51.0,23.0,51.0,23.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,4,1
3.0,Loudred,50.2,49.8,1.0,40.5,120.0,5120.0,84.0,71.0,43.0,71.0,43.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,4,1
3.0,Exploud,50.2,49.8,1.5,84.0,45.0,5120.0,104.0,91.0,63.0,91.0,73.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,4,1
3.0,Makuhita,75.4,24.6,1.0,86.4,180.0,5120.0,72.0,60.0,30.0,20.0,30.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,9,1
3.0,Hariyama,75.4,24.6,2.3,253.8,200.0,5120.0,144.0,120.0,60.0,40.0,60.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,9,1
3.0,Azurill,24.9,75.1,0.2,2.0,150.0,2560.0,50.0,20.0,40.0,20.0,40.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,4,7
3.0,Nosepass,50.0,50.0,1.0,97.0,255.0,5120.0,30.0,45.0,135.0,45.0,90.0,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,11,1
3.0,Skitty,24.6,75.4,0.6,11.0,255.0,3840.0,50.0,45.0,45.0,35.0,35.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,22.0,3.0,3.0,0.0,0.0,0.0,4,1
3.0,Delcatty,24.6,75.4,1.1,32.6,60.0,3840.0,70.0,65.0,65.0,55.0,55.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,4,1
3.0,Sableye,50.2,49.8,0.5,11.0,45.0,6400.0,50.0,75.0,75.0,65.0,65.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,40.0,3.0,1.0,1.0,0.0,0.0,15,16
3.0,Mawile,50.2,49.8,0.6,11.5,45.0,5120.0,50.0,85.0,85.0,55.0,55.0,50.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,13.0,46.0,3.0,1.0,1.0,0.0,0.0,16,7
3.0,Aron,50.2,49.8,0.4,60.0,180.0,8960.0,50.0,70.0,100.0,40.0,40.0,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.0,6.0,3.0,5.0,0.0,0.0,0.0,16,13
3.0,Lairon,50.2,49.8,0.9,120.0,90.0,8960.0,60.0,90.0,140.0,50.0,50.0,40.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,3.0,3.0,5.0,0.0,0.0,0.0,16,13
3.0,Aggron,50.2,49.8,2.1,360.0,45.0,8960.0,70.0,110.0,180.0,60.0,60.0,50.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,20.0,92.0,3.0,5.0,1.0,0.0,0.0,16,13
3.0,Meditite,50.0,50.0,0.6,11.2,180.0,5120.0,30.0,40.0,55.0,40.0,55.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,9,10
3.0,Medicham,50.0,50.0,1.3,31.5,90.0,5120.0,60.0,60.0,75.0,60.0,75.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,0.0,7.0,2.0,3.0,1.0,0.0,0.0,9,10
3.0,Electrike,50.2,49.8,0.6,15.2,120.0,5120.0,40.0,45.0,40.0,65.0,40.0,65.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,6,1
3.0,Manectric,50.2,49.8,1.5,40.2,45.0,5120.0,70.0,75.0,60.0,105.0,60.0,105.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,13.0,3.0,3.0,1.0,0.0,0.0,6,1
3.0,Plusle,50.0,50.0,0.4,4.2,200.0,5120.0,60.0,50.0,40.0,85.0,75.0,95.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,6,1
3.0,Minun,50.0,50.0,0.4,4.2,200.0,5120.0,60.0,40.0,50.0,75.0,85.0,95.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,6,1
3.0,Volbeat,100.0,0.0,0.7,17.7,150.0,3840.0,65.0,73.0,75.0,47.0,85.0,85.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,3,1
3.0,Illumise,0.0,100.0,0.6,17.7,150.0,3840.0,65.0,47.0,75.0,73.0,85.0,85.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3,1
3.0,Roselia,50.2,49.8,0.3,2.0,150.0,5120.0,50.0,60.0,45.0,100.0,80.0,65.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,5.0,3.0,5.0,0.0,0.0,0.0,0,0
3.0,Gulpin,50.0,50.0,0.4,10.3,225.0,5120.0,70.0,43.0,53.0,43.0,53.0,40.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,3.0,3.0,3.0,0.0,0.0,0.0,5,1
3.0,Swalot,50.0,50.0,1.7,80.0,75.0,5120.0,100.0,73.0,83.0,73.0,83.0,55.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,2.0,3.0,3.0,0.0,0.0,0.0,5,1
3.0,Carvanha,50.2,49.8,0.8,20.8,225.0,5120.0,45.0,90.0,20.0,65.0,20.0,65.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2,3
3.0,Sharpedo,50.2,49.8,1.8,88.8,60.0,5120.0,70.0,120.0,40.0,95.0,40.0,95.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,13.0,2.0,3.0,1.0,0.0,0.0,2,3
3.0,Wailmer,50.2,49.8,2.0,130.0,125.0,10240.0,130.0,70.0,35.0,70.0,35.0,60.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,2,1
3.0,Wailord,50.2,49.8,14.5,398.0,60.0,10240.0,170.0,90.0,45.0,90.0,45.0,60.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.0,14.0,3.0,3.0,0.0,0.0,0.0,2,1
3.0,Numel,50.0,50.0,0.7,24.0,255.0,5120.0,60.0,60.0,40.0,65.0,45.0,35.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1,6
3.0,Camerupt,50.0,50.0,1.9,220.0,150.0,5120.0,70.0,100.0,70.0,105.0,75.0,40.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,7.0,3.0,3.0,1.0,0.0,0.0,1,6
3.0,Torkoal,50.2,49.8,0.5,80.4,90.0,5120.0,70.0,85.0,140.0,85.0,70.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,2.0,13.0,3.0,1.0,0.0,0.0,0.0,1,1
3.0,Spoink,50.0,50.0,0.7,30.6,255.0,5120.0,60.0,25.0,35.0,70.0,80.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,10,1
3.0,Grumpig,50.0,50.0,0.9,71.5,60.0,5120.0,80.0,45.0,65.0,90.0,110.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,10,1
3.0,Spinda,50.0,50.0,1.1,5.0,255.0,3840.0,60.0,60.0,60.0,60.0,60.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,9.0,3.0,1.0,0.0,0.0,0.0,4,1
3.0,Trapinch,50.2,49.8,0.7,15.0,255.0,5120.0,45.0,100.0,45.0,45.0,45.0,10.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,5.0,0.0,0.0,0.0,7,1
3.0,Vibrava,50.2,49.8,1.1,15.3,120.0,5120.0,50.0,70.0,50.0,50.0,50.0,70.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,7,15
3.0,Flygon,50.2,49.8,2.0,82.0,45.0,5120.0,80.0,100.0,80.0,80.0,80.0,100.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,34.0,149.0,1.0,5.0,0.0,0.0,0.0,7,15
3.0,Cacnea,50.0,50.0,0.4,51.3,190.0,5120.0,50.0,85.0,40.0,85.0,40.0,35.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0,1
3.0,Cacturne,50.0,50.0,1.3,77.4,60.0,5120.0,70.0,115.0,60.0,115.0,60.0,55.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0,3
3.0,Swablu,50.2,49.8,0.4,1.2,255.0,5120.0,45.0,40.0,60.0,40.0,75.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0,2.0,3.0,0.0,0.0,0.0,4,2
3.0,Altaria,50.2,49.8,1.1,20.6,45.0,5120.0,75.0,70.0,90.0,70.0,105.0,80.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,10.0,46.0,2.0,3.0,1.0,0.0,0.0,14,2
3.0,Zangoose,50.0,50.0,1.3,40.3,90.0,5120.0,73.0,115.0,60.0,60.0,60.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,21.0,2.0,1.0,0.0,0.0,0.0,4,1
3.0,Seviper,50.0,50.0,2.7,52.5,90.0,5120.0,73.0,100.0,60.0,100.0,60.0,65.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.0,2.0,1.0,0.0,0.0,0.0,5,1
3.0,Lunatone,0.0,0.0,1.0,168.0,45.0,6400.0,90.0,55.0,65.0,95.0,85.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,11,10
3.0,Solrock,0.0,0.0,1.2,154.0,45.0,6400.0,90.0,95.0,85.0,55.0,65.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,11,10
3.0,Barboach,50.2,49.8,0.4,1.9,190.0,5120.0,50.0,48.0,43.0,46.0,41.0,60.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,2,6
